ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1.5.9.7.6-4,SI1HB-2D60,"FINAL INPUT FOR (MS3) STACK",7112,"CCGTD1_IPS",TT_FinMile,"61576",-,-,-,100,TK_Complete,02/03/2017,15/02/2017,02/03/2017,15/02/2017,"SI1HB-3D05 FS","SI1HB-3D05","SI1UHA2-60 FS","SI1UHA2-60",83,117,83,117,19,27,19,27,3,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Exhaust Stack",1,1,0.0000009109,0.0004069176,0.0022380468,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.001375,0.0010443864,0.0070785071,0.0,1.0,0.0
1.5.9.7.6-5,SI1HB-3D80,"(RFS) READY FOR SHIPMENT STEEL STRUCTURE HRSG - STACK",7112,"CCGTD1_IPS",TT_Mile,"61576",-,-,-,100,TK_Complete,06/08/2018,18/08/2018,06/08/2018,18/08/2018,"SI1HB-3D25 FS","SI1HB-3D25","SI1HB-4D42 FS","SI1HB-4D42",157,196,157,196,36,45,36,45,34,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Exhaust Stack",1,1,0.0000009937,0.0004069176,0.0024415056,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0015,0.0010443864,0.0077220077,0.0,1.0,0.0
1.5.9.7.6-6,SI1HB-4D42,"TRANSPORT STEEL STRUCTURE HRSG - STACK",7112,"CCGTD1_IPS",TT_Task,"61576",-,-,-,100,TK_Complete,06/08/2018,21/08/2018,24/08/2018,30/08/2018,"SI1HB-3D80 FS","SI1HB-3D80","SI1HB-4D40 FS,SI1HB-4-25# FF,SI1HB-4-25# SS","SI1HB-4D40,SI1HB-4-25#,SI1HB-4-25#",157,196,160,197,36,45,37,46,34,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Exhaust Stack",1,1,0.0000005383,0.0002034588,0.0026449644,18,1.0,0.0001503957,0.0068493151,0.0030769231,0.0008125,0.0005221932,0.0083655084,0.0403587444,1.0,0.0283369572
1.5.9.7.7,61575,"Steel Structure HRSG - Secondary Steel",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,26/06/2017,15/06/2017,13/06/2018,31/05/2018,,,,,99,134,150,184,23,31,35,43,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.7-1,SI1HB-4C40,"(OTD-OS) ON SITE STEEL STRUCTURE HRSG - SECONDARY STEEL",7112,"CCGTD1_IPS",TT_FinMile,"61575",-,-,-,100,TK_Complete,13/06/2018,31/05/2018,13/06/2018,31/05/2018,"SI1HB-4C42 FS","SI1HB-4C42","","",150,184,150,184,35,43,35,43,30,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Secondary Steel",1,0,0.0,0.0,0.0036622584,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0115830116,0.0,1.0,0.0
1.5.9.7.7-2,SI1HB-3C25,"BASIC AND  DETAIL DESIGN, MANUFACTURING STEEL STRUCTURE HRSG - SECONDARY STEEL",7112,"CCGTD1_IPS",TT_Task,"61575",-,-,-,100,TK_Complete,26/06/2017,15/06/2017,25/12/2017,04/04/2018,"SI1HB-3A25 SS,SI1HA-2-85 FS","SI1HB-3A25,SI1HA-2-85","SI1HB-3C80 FS,SI1HB-3-25# FF,SI1HB-3-25# SS","SI1HB-3C80,SI1HB-3-25#,SI1HB-3-25#",99,134,125,176,23,31,29,41,8,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Secondary Steel",2,1,0.0000018632,0.0006103764,0.003051882,182,0.0,0.0002798117,0.0136986301,0.0030769231,0.0028125,0.0015665796,0.0096525097,0.4080717489,0.0,0.0813649024
1.5.9.7.7-3,SI1HB-4C42,"TRANSPORT STEEL STRUCTURE HRSG - SECONDARY STEEL",7112,"CCGTD1_IPS",TT_Task,"61575",-,-,-,100,TK_Complete,06/06/2018,12/05/2018,13/06/2018,31/05/2018,"SI1HB-3C80 FS","SI1HB-3C80","SI1HB-4-25# FF,SI1HB-4C40 FS,SI1HB-4-25# SS","SI1HB-4-25#,SI1HB-4C40,SI1HB-4-25#",149,182,150,184,34,42,35,43,30,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Secondary Steel",1,1,0.0000007039,0.0002034588,0.0034587996,7,0.0,0.0001503957,0.0068493151,0.0030769231,0.0010625,0.0005221932,0.0109395109,0.0156950673,0.0,0.0283369572
1.5.9.7.7-4,SI1HB-3C80,"(RFS) READY FOR SHIPMENT STEEL STRUCTURE HRSG - SECONDARY STEEL",7112,"CCGTD1_IPS",TT_Mile,"61575",-,-,-,100,TK_Complete,06/06/2018,13/04/2018,06/06/2018,13/04/2018,"SI1HB-3C25 FS","SI1HB-3C25","SI1HB-4C42 FS","SI1HB-4C42",149,178,149,178,34,41,34,41,30,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Secondary Steel",1,1,0.0000013249,0.0004069176,0.0032553408,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.002,0.0010443864,0.0102960103,0.0,1.0,0.0
1.5.9.7.8,61574,"Steel Structure HRSG - Main Frames (incl. Casing)",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,03/11/2016,03/11/2016,30/03/2018,08/03/2018,,,,,66,102,139,172,15,24,32,40,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.8-1,SI1HB-3A80,"(RFS) READY FOR SHIPMENT MAIN STEEL STRUCTURE HRSG (Main Frame/Casing)",7112,"CCGTD1_IPS",TT_Mile,"61574",-,-,-,100,TK_Complete,03/03/2018,31/01/2018,03/03/2018,31/01/2018,"SI1HB-3A25 FS","SI1HB-3A25","SI1HB-4A42 FS","SI1HB-4A42",135,167,135,167,31,39,31,39,21,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",1,1,0.000000414,0.0004069176,0.001017294,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.000625,0.0010443864,0.0032175032,0.0,1.0,0.0
1.5.9.7.8-2,SI1HB-4A42,"TRANSPORT MAIN STEEL STRUCTURE HRSG (Main Frame/Casing))",7112,"CCGTD1_IPS",TT_Task,"61574",-,-,-,100,TK_Complete,26/03/2018,01/03/2018,30/03/2018,08/03/2018,"SI1HB-3A80 FS","SI1HB-3A80","SI1HB-4-25# FF,SI1HB-4A44 FS,SI1HB-4-25# SS","SI1HB-4-25#,SI1HB-4A44,SI1HB-4-25#",138,171,139,172,32,40,32,40,23,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",1,1,0.0000002484,0.0002034588,0.0012207528,4,0.6,0.0001503957,0.0068493151,0.0030769231,0.000375,0.0005221932,0.0038610039,0.0089686099,0.6,0.0283369572
1.5.9.7.8-3,SI1HB-3A05,"BASIC DESIGN MAIN STEEL STRUCTURE HRSG",7112,"CCGTD1_IPS",TT_Task,"61574",-,-,-,100,TK_Complete,03/11/2016,03/11/2016,07/02/2017,15/02/2017,"","","SI1HB-3-25# FF,SI1HB-3A25 FS,SI1HB-3-25# SS,SI1HB-3-25# FS,SI1HA-2A60 FS","SI1HB-3-25#,SI1HB-3A25,SI1HB-3-25#,SI1HB-3-25#,SI1HA-2A60",66,102,79,117,15,24,18,27,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",0,2,0.0,0.0026449644,0.0,96,0.0,0.0000812387,0.0,0.0061538462,0.0,0.0067885117,0.0,0.2152466368,0.0,0.0
1.5.9.7.8-4,SI1HA-2A15,"(MH3) FINAL DIMENSIONS AND LOADS AVAILABLE FOR HRSG",7112,"CCGTD1_IPS",TT_FinMile,"61574",-,-,-,100,TK_Complete,14/02/2017,31/01/2017,14/02/2017,31/01/2017,"SI-3412-20 FS","SI-3412-20","SI1HB-3A25 FS,SI1HB-3-25# FS,SI1HB-3-25# FF","SI1HB-3A25,SI1HB-3-25#,SI1HB-3-25#",80,115,80,115,18,26,18,26,2,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",1,1,0.0000008281,0.002034588,0.0004069176,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.00125,0.0052219321,0.0012870013,0.0,1.0,0.0
1.5.9.7.8-5,SI1HB-3A25,"DETAIL DESIGN, MANUFACTURING MAIN STEEL STRUCTURE HRSG (Main Frame/Casing)",7112,"CCGTD1_IPS",TT_Task,"61574",-,-,-,100,TK_Complete,01/03/2017,16/02/2017,30/12/2017,30/01/2018,"SI1HA-2A15 FS,SI1HB-3A05 FS","SI1HA-2A15,SI1HB-3A05","SI1HB-3A80 FS,SI1HB-3C25 SS,SI1HB-3A85 SS","SI1HB-3A80,SI1HB-3C25,SI1HB-3A85",83,117,126,167,19,27,29,39,2,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",2,3,0.0000014905,0.0018311292,0.0008138352,304,0.0,0.0002195528,0.0136986301,0.0092307692,0.00225,0.0046997389,0.0025740026,0.6816143498,0.0,0.0566739144
1.5.9.7.8-6,SI1HA-2A05,"GENERAL ARRANGMENT DWGS PRELIMINARY UHA",7112,"CCGTD1_IPS",TT_Mile,"61574",-,-,-,100,TK_Complete,03/11/2016,03/11/2016,03/11/2016,03/11/2016,"SI1HA-2-85 FS","SI1HA-2-85","","",66,102,66,102,15,24,15,24,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",1,0,0.0,0.0,0.002034588,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0064350064,0.0,1.0,0.0
1.5.9.7.8-7,SI1HB-3A85,"EMBEDDED PARTS READY FOR SHIPMENT (Incl. STACK)",7112,"CCGTD1_IPS",TT_Mile,"61574",-,-,-,100,TK_Complete,26/08/2017,16/08/2017,26/08/2017,16/08/2017,"SI1HB-3A25 SS","SI1HB-3A25","SI1HB-3A90 FS","SI1HB-3A90",108,143,108,143,25,33,25,33,10,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",1,1,0.000000207,0.0002034588,0.001017294,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0003125,0.0005221932,0.0032175032,0.0,1.0,0.0
1.5.9.7.8-8,SI1HB-3A90,"(OTD-OS) HRSG EMBEDDED PARTS ON SITE (Incl. STACK)",7112,"CCGTD1_IPS",TT_FinMile,"61574",-,-,-,100,TK_Complete,26/09/2017,28/08/2017,26/09/2017,28/08/2017,"SI1HB-3A85 FS","SI1HB-3A85","","",112,145,112,145,26,33,26,33,12,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",1,0,0.0,0.0,0.0012207528,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0038610039,0.0,1.0,0.0
1.5.9.7.8-9,SI1HB-4A44,"(OTD-OS) ON SITE MAIN STEEL STRUCTURE HRSG (Main Frame/Casing)",7112,"CCGTD1_IPS",TT_FinMile,"61574",-,-,-,100,TK_Complete,30/03/2018,08/03/2018,30/03/2018,08/03/2018,"SI1HB-4A42 FS","SI1HB-4A42","","",139,172,139,172,32,40,32,40,24,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",1,0,0.0,0.0,0.0014242116,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0045045045,0.0,1.0,0.0
1.5.9.7.8-10,SI1HA-2A60,"(DF) FINAL INPUT FOR MS3 HRSG",7112,"CCGTD1_IPS",TT_FinMile,"61574",-,-,-,100,TK_Complete,28/02/2017,15/02/2017,28/02/2017,15/02/2017,"SI1HB-3A05 FS","SI1HB-3A05","SI1UHA2-60 FS","SI1UHA2-60",82,117,82,117,19,27,19,27,2,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Main Frames (incl. Casing)",1,1,0.0000000828,0.0004069176,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.000125,0.0010443864,0.0006435006,0.0,1.0,0.0
1.5.9.7.9,61573,"Basic Design + Ordering HRSG",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,02/07/2016,09/07/2016,14/01/2017,19/12/2016,,,,,48,86,76,109,11,20,17,25,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.9-1,SI1HA-2-78,"HRSG OFFER AVAILABLE",7112,"CCGTD1_IPS",TT_Mile,"61573",-,-,-,100,TK_Complete,05/11/2016,10/09/2016,05/11/2016,10/09/2016,"SI1HA-2-77 FS,SI-HA-2-75 FS","SI1HA-2-77,SI-HA-2-75","SI1HA-2-10 FS","SI1HA-2-10",66,95,66,95,15,22,15,22,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Basic Design + Ordering HRSG",2,1,0.0000176795,0.0124109868,0.0014242116,0,1.0,0.0000812387,0.0136986301,0.0030769231,0.0266875,0.0318537859,0.0045045045,0.0,1.0,0.0
1.5.9.7.9-2,SI1HA-2-73,"COATING INSTRUCTION",7112,"CCGTD1_IPS",TT_FinMile,"61573",-,-,-,100,TK_Complete,28/10/2016,02/09/2016,28/10/2016,02/09/2016,"","","SI1HA-2-77 FF","SI1HA-2-77",65,94,65,94,15,21,15,21,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Basic Design + Ordering HRSG",0,1,0.0,0.0128179044,0.0,0,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0328981723,0.0,0.0,1.0,0.0
1.5.9.7.9-3,SI1HA-2-72,"PROJECT SPECIFIC ADAPTION OF HRSG SPECIFICATION",7112,"CCGTD1_IPS",TT_Task,"61573",-,-,-,100,TK_Complete,02/07/2016,09/07/2016,28/07/2016,05/08/2016,"","","SI1HA-2-77 FS,SI-3022-05 FS,SI1HA-2-10# SS","SI1HA-2-77,SI-3022-05,SI1HA-2-10#",48,86,52,90,11,20,12,21,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Basic Design + Ordering HRSG",0,2,0.0,0.0130213632,0.0,26,1.0,0.0000812387,0.0,0.0061538462,0.0,0.0334203655,0.0,0.0582959641,1.0,0.0
1.5.9.7.9-4,SI1HA-2-85,"PARTIAL ORDER PLACED HRSG",7112,"CCGTD1_IPS",TT_Mile,"61573",-,-,-,100,TK_Complete,03/11/2016,03/11/2016,03/11/2016,03/11/2016,"SI1HA-2-10 FS","SI1HA-2-10","SI-HA-2-86 FS,SI1CJF2-80 FS,SI1HA-2-00 FS,SI-HA-2-85& SS,SI1HA-2A05 FS,SI1HA-3-25# FS,SI1HB-3D05 FS,SI1HA-3-25# FF,SI1HA-2A11 FS,SI1HA-3D25 FS,SI1LBH2D80 FS,SI1HB-3C25 FS,SI1HA-2E15 FS","SI-HA-2-86,SI1CJF2-80,SI1HA-2-00,SI-HA-2-85&,SI1HA-2A05,SI1HA-3-25#,SI1HB-3D05,SI1HA-3-25#,SI1HA-2A11,SI1HA-3D25,SI1LBH2D80,SI1HB-3C25,SI1HA-2E15",66,102,66,102,15,24,15,24,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Basic Design + Ordering HRSG",1,11,0.0000219855,0.0120040692,0.0018311292,0,1.0,0.0000812387,0.0068493151,0.0338461538,0.0331875,0.0308093995,0.0057915058,0.0,1.0,0.0
1.5.9.7.9-5,SI1HA-2-77,"OFFER PREPARATION BY HRSG SUPPLIER",7112,"CCGTD1_IPS",TT_Task,"61573",-,-,-,100,TK_Complete,01/10/2016,06/08/2016,03/11/2016,09/09/2016,"SI-HA-2-11 FS,SI-3412-40 FS,SI-3022-05 FS,SI1HA-2-73 FF,SI1HA-2-72 FS","SI-HA-2-11,SI-3412-40,SI-3022-05,SI1HA-2-73,SI1HA-2-72","SI1HA-2-78 FS","SI1HA-2-78",61,90,66,95,14,21,15,22,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Basic Design + Ordering HRSG",5,1,0.0000128352,0.0126144456,0.0012207528,33,1.0,0.0004270238,0.0342465753,0.0030769231,0.019375,0.0323759791,0.0038610039,0.0739910314,1.0,0.141684786
1.5.9.7.9-6,SI1HA-2-10,"TECHNICAL CLARIFICATION WITH HRSG SUPPLIER",7112,"CCGTD1_IPS",TT_Task,"61573",-,-,-,100,TK_Complete,05/11/2016,10/09/2016,24/11/2016,30/09/2016,"SI1HA-2-78 FS","SI1HA-2-78","SI1HA-2-10# FF,SI1HA-2-85 FS","SI1HA-2-10#,SI1HA-2-85",66,95,69,98,15,22,16,22,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Basic Design + Ordering HRSG",1,1,0.0000198739,0.012207528,0.0016276704,19,0.8,0.0001503957,0.0068493151,0.0030769231,0.03,0.0313315927,0.0051480051,0.0426008969,0.8,0.0283369572
1.5.9.7.9-7,SI1HA-2-87,"ORDER PLACED HRSG",7112,"CCGTD1_IPS",TT_Mile,"61573",-,-,-,100,TK_Complete,14/01/2017,19/12/2016,14/01/2017,19/12/2016,"SI----2-007 FS","SI----2-007","","",76,109,76,109,17,25,17,25,1,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Basic Design + Ordering HRSG",1,0,0.0,0.0,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0006435006,0.0,1.0,0.0
1.5.9.7.10,61572,"HRSG",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,03/11/2016,03/11/2016,15/08/2018,30/08/2018,,,,,66,102,159,197,15,24,37,46,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.10-1,SI1HA-2-00,"PRELIMINARY ERECTION CONCEPT HRSG",7112,"CCGTD1_IPS",TT_Mile,"61572",-,-,-,100,TK_Complete,01/04/2017,18/03/2017,01/04/2017,18/03/2017,"SI1HA-2-85 FS","SI1HA-2-85","SI1HA-2-01 FS","SI1HA-2-01",87,122,87,122,20,28,20,28,4,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;HRSG",1,1,0.000000414,0.0002034588,0.002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.000625,0.0005221932,0.0064350064,0.0,1.0,0.0
1.5.9.7.10-2,SI1HA-2-01,"FINAL ERECTION CONCEPT HRSG",7112,"CCGTD1_IPS",TT_Mile,"61572",-,-,-,100,TK_Complete,01/06/2017,13/05/2017,01/06/2017,13/05/2017,"SI1HA-2-00 FS","SI1HA-2-00","","",96,130,96,130,22,30,22,30,6,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;HRSG",1,0,0.0,0.0,0.0022380468,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0070785071,0.0,1.0,0.0
1.5.9.7.11,61571,"Concrete / Formwork / Reinforcement UHA",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,15/02/2017,02/02/2017,21/03/2017,03/03/2017,,,,,81,115,85,120,18,27,20,28,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.11-1,SI1UHA2-45,"PREPARATION BASIC BUILDING DWGS  UHA",7112,"CCGTD1_IPS",TT_Task,"61571",-,-,-,100,TK_Complete,15/02/2017,02/02/2017,21/03/2017,03/03/2017,"SI1UHA2-60 FF,SI-3412-20 FS","SI1UHA2-60,SI-3412-20","","",81,115,85,120,18,27,20,28,2,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Concrete / Formwork / Reinforcement UHA",2,0,0.0,0.0,0.0034587996,34,1.0,0.0001538896,0.0136986301,0.0,0.0,0.0,0.0109395109,0.0762331839,1.0,0.029768542
1.5.9.7.11-2,SI1UHA2-60,"(MS3) CONCRETE STRUCTURE FINAL DIMENSIONS LOADS AVAILABLE UHA",7112,"CCGTD1_IPS",TT_FinMile,"61571",-,-,-,100,TK_Complete,02/03/2017,15/02/2017,02/03/2017,15/02/2017,"SI1HA-2A60 FS,SI1HB-2D60 FS","SI1HA-2A60,SI1HB-2D60","SI1UHA2-45 FF","SI1UHA2-45",83,117,83,117,19,27,19,27,3,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Concrete / Formwork / Reinforcement UHA",2,1,0.0000005797,0.0002034588,0.0028484232,0,1.0,0.0000812387,0.0136986301,0.0030769231,0.000875,0.0005221932,0.009009009,0.0,1.0,0.0
1.5.9.8,61566,"STRUCTURE FOR GAS TRANSFER, CONVERSION & STORAGE",7112,"CCGTD1_IPS",WBS,"61565",,,,100,Complete,01/02/2017,21/01/2017,04/07/2018,29/05/2018,,,,,79,114,153,184,18,26,35,43,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA"
1.5.9.8.1,61569,"Fuel Gas Supply EK incl. Common Part (00UEN01&02) / Unit Part (10UEN)",7112,"CCGTD1_IPS",WBS,"61566",,,,100,Complete,01/02/2017,21/01/2017,04/07/2018,29/05/2018,,,,,79,114,153,184,18,26,35,43,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STRUCTURE FOR GAS TRANSFER, CONVERSION & STORAGE"
1.5.9.8.1-1,SI-EK-2-60,"(DF) FINAL INPUT FOR MS3 FUEL GAS SUPPLY SYSTEM EK/EKC",7112,"CCGTD1_IPS",TT_FinMile,"61569",-,-,-,100,TK_Complete,25/06/2017,09/06/2017,25/06/2017,09/06/2017,"SI-EK-2-85 FS","SI-EK-2-85","SI0UEN2-60 FS,SI1UEN2-60 FS","SI0UEN2-60,SI1UEN2-60",99,134,99,134,23,31,23,31,7,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STRUCTURE FOR GAS TRANSFER, CONVERSION & STORAGE;Fuel Gas Supply EK incl. Common Part (00UEN01&02) / Unit Part (10UEN)",1,2,0.0000006211,0.001017294,0.0006103764,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.0009375,0.0026109661,0.0019305019,0.0,1.0,0.0
1.5.9.8.1-2,SI-EK-3-25,"DETAIL DESIGN, MANUFACTURING FUEL GAS SUPPLY SYSTEM EK/EKC",7112,"CCGTD1_IPS",TT_Task,"61569",-,-,-,100,TK_Complete,01/05/2017,28/04/2017,25/10/2017,24/12/2017,"SI-EK-2-85 FS","SI-EK-2-85","SI-EK-3-55 FS","SI-EK-3-55",91,128,117,162,21,29,27,37,4,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STRUCTURE FOR GAS TRANSFER, CONVERSION & STORAGE;Fuel Gas Supply EK incl. Common Part (00UEN01&02) / Unit Part (10UEN)",1,1,0.0000004968,0.0008138352,0.0006103764,177,0.0,0.0001503957,0.0068493151,0.0030769231,0.00075,0.0020887728,0.0019305019,0.3968609865,0.0,0.0283369572
1.5.9.8.1-3,SI-EK-4-25,"TRANSPORT FUEL GAS SUPPLY SYSTEM EK/EKC",7112,"CCGTD1_IPS",TT_Task,"61569",-,-,-,100,TK_Complete,06/05/2018,22/04/2018,04/07/2018,29/05/2018,"SI-EK-3-80 FS","SI-EK-3-80","SI-EK-4-46 FS","SI-EK-4-46",144,179,153,184,33,41,35,43,27,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STRUCTURE FOR GAS TRANSFER, CONVERSION & STORAGE;Fuel Gas Supply EK incl. Common Part (00UEN01&02) / Unit Part (10UEN)",1,1,0.0000002484,0.0002034588,0.0012207528,59,1.0,0.0001503957,0.0068493151,0.0030769231,0.000375,0.0005221932,0.0038610039,0.1322869955,1.0,0.0283369572
1.5.9.8.1-4,SI-EK-4-46,"(OTD-OS) ON SITE FUEL GAS SUPPLY SYSTEM EK/EKC",7112,"CCGTD1_IPS",TT_FinMile,"61569",-,-,-,100,TK_Complete,04/07/2018,29/05/2018,04/07/2018,29/05/2018,"SI-EK-4-25 FS","SI-EK-4-25","","",153,184,153,184,35,43,35,43,32,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STRUCTURE FOR GAS TRANSFER, CONVERSION & STORAGE;Fuel Gas Supply EK incl. Common Part (00UEN01&02) / Unit Part (10UEN)",1,0,0.0,0.0,0.0014242116,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0045045045,0.0,1.0,0.0
